keyword,ecmax
competency management,2999587.5
recommendation systems,2999587.5
digital policies,2999587.5
skillab,2999587.5
it skills and competence,2999585.63
edtech talents,2999585.63
digital education,2999585.63
educational technology innovation,2999585.63
nonequilibrium statistical mechanics,2999575.0
software in the loop (sil),2999566.13
simbots,2999566.13
digital twin environment (dte),2999566.13
hybrid cooling & management for it infrastructures,2999566.13
hycool-it,2999566.13
susteps,2999536.25
best international practice,2999536.25
scaling up production,2999536.25
renewable fuel technology,2999536.25
secure and competitive energy through scaling up advanced biofuel generation,2999536.25
fabrication of cells,2999523.0
post mortem,2999523.0
hydrogen production by innovative solid oxide cell for flexible operation at intermediate temperature,2999523.0
hy-spire,2999523.0
latent class analysis,2999500.0
cooperant,2999500.0
efficient power generation,2999500.0
leading-edge cooperative advances towards the next generation of concentrated solar power (csp) technology,2999500.0
sustainability and circularity,2999500.0
hybrid packed bed system,2999500.0
renewable energy sources integration,2999500.0
gpcrs,2999494.0
second implementation project for the eric forum,2999463.88
eric forum 2,2999463.88
climate policy acceptability economic framework,2999428.0
capable,2999428.0
fostering the european energy transition with exascale,2999393.63
materials for energy,2999393.63
eocoe-iii,2999393.63
heritact,2999388.5
heritage activation through engaging experiences towards sustainable development,2999388.5
african european studies,2999364.0
geo and beyond,2999360.18
meo,2999360.18
het,2999360.18
in orbit servicing,2999360.18
on orbit operations,2999360.18
magnetic shielding,2999360.18
long life thruster,2999360.18
f4f,2999360.18
low pressure fluidics,2999360.18
five kw electric propulsion system for future european missions in meo,2999360.18
xerogel,2999350.0
reentry,2999350.0
isba,2999350.0
insulation solution based on aerogels,2999350.0
launcher,2999350.0
link4skills,2999350.0
knowledge based expert system,2999350.0
skill shortage,2999350.0
migration skill corridor,2999350.0
ai-assisted skill navigator,2999350.0
research ethics and integrity for the green transition,2999343.75
re4green,2999343.75
intergenerational justice,2999343.75
social lab,2999343.75
climate ethics,2999343.75
value pluralism,2999343.75
disruptions,2999322.5
and policy actions,2999322.5
territorial rethinking,2999322.5
socio-economic structural change,2999322.5
remote-working multiple impacts in the age of disruptions: socioeconomic transformations,2999322.5
workers' wellbeing,2999322.5
acciberg,2999315.0
icebergs,2999315.0
cross copernicus services,2999315.0
arctic cross-copernicus forecast products for sea ice and icebergs,2999315.0
mathematical algorithms,2999300.0
time-domain fluorescence imaging,2999300.0
colouring the dark in fluorescence light,2999300.0
biological proof of concept,2999300.0
fluorescent dyes,2999300.0
codaflight,2999300.0
fluorescence guided surgery,2999300.0
semiconductor image sensors,2999300.0
player centred approach,2999283.75
stakeholders-driven pathways for blockchain implementation in the agri-food sector,2999283.75
trustyfood,2999283.75
sustainability and circularity assessment,2999195.0
regional bioeconomy strategies,2999195.0
industries and inclusivity in south europe,2999195.0
supporting regional environmental sustainability assessment for the bio-based sectors to improve innovation,2999195.0
southern europe,2999195.0
bioinsouth,2999195.0
nano-scale development of plasmonic amplifiers based on 2d materials,2999191.0
terahertz plasmonics,2999191.0
amplifiers,2999191.0
surface plasmons,2999191.0
terahertz communication,2999191.0
terahertz sources,2999191.0
transition metal dichalcogenides & monochalcogenides,2999191.0
carbon based 2d materials,2999191.0
plasnano,2999191.0
energy retrofit,2999184.75
from housing inequality to sustainable,2999184.75
taxation and fiscal policy,2999184.75
inclusive and affordable housing solutions,2999184.75
land for housing,2999184.75
housing allowances,2999184.75
financialisation of housing,2999184.75
homelessness,2999184.75
equalhouse,2999184.75
remotrees,2999180.38
essential climate variables,2999180.38
a new technology of in-situ observation datasets to address climate change effects in hard-to-reach forest areas,2999180.38
infrastructure retrofitting and repurposing,2999156.25
material technology,2999156.25
low-carbon economy,2999156.25
shimmer,2999156.25
flow modelling,2999156.25
gas networks,2999156.25
safe hydrogen injection modelling and management for european gas network resilience,2999156.25
natural resource consumption,2999105.75
optimizing production and logistic resources in the time-critical bio production industries in europe,2999105.75
data-driven architectures,2999105.75
nati00ns,2999084.25
national engagement activities to support the launch of the mission 'a soil deal for europe’ 100 living labs and lighthouses,2999084.25
green logistics,2999067.5
collaborative supply chains,2999067.5
greenturn,2999067.5
enabling stakeholder-centric zero emission e-commerce delivery and return practices through transparent and collaborative supply chains,2999067.5
sustainable e-commerce,2999067.5
transparent footprints,2999067.5
stakeholder-centric,2999067.5
easvolee,2999051.0
chemical transport modeling,2999051.0
effects on air quality of semi-volatile engine emissions,2999051.0
semivolatile organics,2999051.0
democratic pedagogy,2999050.0
critical literacy,2999050.0
democracy meets arts: critical change labs for building democratic cultures through creative and narrative practices,2999050.0
critical changelab,2999050.0
democratic engagement,2999050.0
civic pedagogy,2999050.0
youth participation,2999050.0
multi-actor innovation platforms,2999031.25
sustainable rural development,2999031.25
mainstreaming small-scale bio-based solutions across rural europe via regional multi-actor innovation platforms and tailored innovation support,2999031.25
mainstreambio,2999031.25
small-scale bio-based solutions,2999031.25
philosophy of economics,2998996.0
aegeus,2998988.75
stimulation,2998988.75
aegeus - a novel eeg ultrasound device for functional brain imaging and neurostimulation,2998988.75
crisis disaster natural managment system augmented reality earth observation drone fire flood support tools,2998934.38
overwatch,2998934.38
integrated holographic management map for safety and crisis events,2998934.38
co3,2998905.5
continuous construction of resilient social contracts through societal transformations (co3),2998905.5
living landscapes,2998897.5
creative drivers for sustainable living heritage landscapes,2998897.5
palimpsest,2998897.5
hybrid prototyping,2998897.5
landscape services,2998897.5
blue-x,2998881.25
metocean,2998881.25
energy crisis,2998881.25
blue energy offshore installation accelerator,2998881.25
ruralbioup,2998823.5
bio-based solutions market uptake,2998823.5
rural areas empowerment,2998823.5
empowering eu rural regions to scale-up and adopt small-scale bio-based solutions: the transition towards a sustainable,2998823.5
inclusive and just circular bioeconomy,2998823.5
enabling underused bio-waste feedstocks into safe and effective market-ready soil improvers.,2998821.13
soilutions,2998821.13
soil improvers,2998821.13
"""synthetic """"mucus-like"""" gel",2998788.75
hsv-2,2998788.75
"and macaques""",2998788.75
nature-inspired prophylactic lubricants against hiv-1 and hsv-2,2998788.75
anti-hiv-1 dipeptides,2998788.75
anti-virals,2998788.75
natprolub,2998788.75
scrreen3,2998759.25
solutions for critical raw materials - a european expert network 3,2998759.25
transition pathways,2998752.5
professional development,2998752.5
synclusive,2998752.5
interdisciplinary systems approach,2998752.5
system approach to close the employment gap and create a more inclusive labor market for vulnerable groups,2998752.5
upward mobility,2998752.5
metal-organic frameworks mofs,2998721.25
metal organic frameworks for hydrogen production by photocatalytic overall water splitting,2998721.25
mof2h2,2998721.25
overall water splitting,2998721.25
sylva,2998677.25
a system for real-time observation of aeroallergens,2998677.25
govsatcom,2998675.5
biotheros,2998625.0
collaborative actions to bring novel biofuels thermochemical routes into industrial scale,2998625.0
secure automated unified framework for exchange,2998565.0
council,2998565.0
saufex,2998565.0
intermediary,2998565.0
welfarmers,2998553.0
eip agri groups,2998553.0
sharing information,2998553.0
pig production,2998553.0
eu farmers’ pig welfare innovation network,2998553.0
neutrino astronomy,2998537.5
shore,2998518.75
shore: empower students as the agents of change,2998518.75
primary and secondary students,2998518.75
european network of blue schools,2998518.75
synmech,2998504.5
a synaptic mechanogenetic technology to repair brain connectivity,2998504.5
cell adhesion molecules,2998504.5
synaptic physiology,2998504.5
disease vectors,2998500.0
outbreaks,2998500.0
vector risk maps,2998500.0
viral risk maps,2998500.0
mobile bio-lab,2998500.0
mobile bio-lab to support first response in arbovirus outbreaks,2998500.0
mobvec,2998500.0
hydrogen peripherals,2998491.25
flight-load-bearing tank,2998491.25
flight demonstration of a liquid hydrogen load-bearing tank in an unmanned cargo platform,2998491.25
ground qualification,2998491.25
material screening,2998491.25
flhying tank,2998491.25
flight testing,2998491.25
hrjust,2998485.99
democratic safeguards,2998485.99
civil engagement,2998485.99
states’ practice of human rights justification: a study in civil society engagement and human rights through the lens of gender and intersectionality,2998485.99
performance optimisation and productivity 3,2998448.13
pop3,2998448.13
performance tools and analysis,2998448.13
metrics and,2998448.13
parallel programming models,2998448.13
soil amendment,2998434.0
direct biogas conversion to green h2 and carbon materials by scalable microwave heated catalytic reactor for soil amendment and silicon carbide production,2998434.0
methane cracking,2998434.0
electrical heating,2998434.0
cams aerosol advancement,2998417.77
camaera,2998417.77
network of networks 4 democracy,2998385.64
nets4dem,2998385.64
inclusive democracy innovation,2998385.64
resilient democracy,2998385.64
creative practice,2998385.64
network of networks,2998385.64
data and robotic technologies.,2998370.0
