keyword,count
dispersion relations,1
remotion,1
resonant metamaterials for train-induced ground vibration mitigation,1
wave finite element method,1
surface waves,1
train-induced vibrations,1
locally resonant metamaterials,1
ground-borne vibrations,1
aerialist,1
doctoral network on assistive health technology in unsupervised/home settings (aerialist),1
system safety & dynamic risk management,1
training of young scientists in the biological regulation of the chemokine network to improve treatment of active inflammation,1
posttranslational modifications,1
b-active,1
palladium catalysis,1
ns2b-ns3 protease inhibitors,1
flaviviruses,1
masked n-acylimines,1
pan-anti-flavivirals,1
chemproflav,1
an innovative toolbox based on pd-catalysis for protease inhibitor synthesis,1
applied to the discovery of pan-anti-flaviviral compounds,1
protease inhibitors,1
high-speed permanent magnet assisted synchronous reluctance motors,1
voltcar,1
digitalised motor,1
virtual and experimental validation,1
and validation of ecocycle electric traction motor,1
insect pest,1
molassant,1
molasses provisioning to disrupt the mutualistic association of the biocontrol agent oecophylla smaragdina weaver ants with honeydew-producing pest insects in mango in thailand,1
biological control,1
multi-production systems,1
covid politics and the (un)expected surge of nationalistic narratives,1
social theroy,1
history of disasters,1
eurosick,1
nationalisms,1
open science to increase reproducibility in science,1
evidence-based interventions,1
systems and engineering science doctorate,1
doctoral education,1
a new strategy for chilldown enhancement in cryogenic propulsion systems,1
incept,1
high-resolution thermography,1
zero-emission green propulsion,1
chilldown enhancement,1
developing the supply chains for industrial hemp fibre and bio-based resins towards high performance circular bio-based composites,1
ssuchy-next,1
natural fibre composites,1
particle-stabilised multiphase system,1
interlayer,1
interfacial rheology,1
polysaccharide nanoparticles,1
building self-supporting all-liquid hierarchical constructs using polysaccharide nanoparticles-stabilized interfaces,1
particle-laden interface,1
wrichers,1
writers,1
writers and the teaching profession: a digital archive of teachers' voices from the history of italian literature,1
school archives,1
the adoption of hydrogen metallurgy in the climate-neutral production of steel,1
carbon-neutral steelmaking,1
new antivirals for infections with pandemic potential,1
broad-sprectrum antivirals,1
navipp,1
epidemic- and pandemic-prone viruses,1
clinical validation of artificial intelligence for providing a personalized motor clinical profile assessment and rehabilitation of upper limb in children with unilateral cerebral palsy,1
paediatric stroke,1
telerehabilitation,1
upper limb assessment,1
upper limb rehabilitation,1
aincp,1
large animal models,1
regerna,1
gmp production line,1
lipid-nanoparticles,1
cardiac regeneration by mrna-triggered proliferation of cardiomyocytes,1
pegmatite,1
by-product recovery,1
industrial minerals,1
rare-metal granite,1
zero-waste mining,1
sustainable and responsible extraction routes for recovering distinct critical metals and industrial minerals as by-products from key european hard-rock lithium projects,1
infra4nextgen,1
next generation eu,1
providing research infrastructure services to support next generation eu,1
eu youth policy,1
the mechanics of canon formation and the transmission of knowledge from graeco-roman antiquity,1
text circulation,1
citation,1
mecano,1
transmission of knowledge,1
text reuse,1
canon,1
inclusion and exclusion,1
canonicity,1
a feminist and decolonial approach to studying environmental movements in the democratic republic of the congo,1
environmentalism,1
biomarkers of exposure,1
school cohorts,1
air filtration,1
development of novel assessments for indoor air quality monitoring and impact on children's health,1
6thsense,1
joint communication and sensing in 6g networks,1
6g communication networks,1
collaborative ambient,1
ai powered human-centred robot interactions for smart manufacturing,1
programming by demonstration,1
flexible production,1
open access network,1
ai-prism,1
reasoning acting and control,1
acoustic metamaterial,1
active noise control,1
active reduction of noise transmitted into and from enclosures through encapsulated structures,1
noise cancellation,1
in-nova,1
soundscape,1
noise barriers,1
sustainability management,1
system safety engineering,1
european doctoral network for safe and sustainable by design electromagnetic shielding material,1
parasol,1
decoding,1
microstimulation,1
high-dimensional electrical stimulation for visual prosthesis,1
hyperstim,1
seachem,1
stainless steel structures,1
enzymatic extraction,1
chemical extraction,1
training a new generation of researchers in offshore seaweed aquaculture to produce high-value chemicals,1
hungry ecocities,1
systems design,1
creative coding,1
ai enabled artistic solutions for sustainable food systems,1
use-scenarios,1
prosperh,1
promoting positive mental and physical health at work in a changing environment: a multi-level approach,1
genome mining,1
a holistic approach to training a new generation of scientists in marine biodiscovery,1
hotbio,1
dereplication,1
marine biodiscovery,1
cadd,1
structure elucidation,1
phase iv ai,1
privacy compliant health data as a service for ai development,1
anonymisation,1
multifunctional biocompatible vitrimers,1
fortifiedx,1
multifunctional microfluidic patch for infectious diseases diagnosis,1
self-sampling patch,1
hollow microneedles,1
integrated inverters and chargers,1
power electronics optimisation for next generation electric vehicle components,1
powerdrive,1
real driving profiles,1
best-tec,1
skin thermoelectrics,1
magnetic field alignment,1
boosting the efficiency of skin thermoelectrics by developing stretchable nanocomposite substrates with tunable anisotropic thermal and electrical conductivity,1
hybrid nanocomposite,1
training the next-generation of european glioblastoma (translational) researchers,1
to resolve precision targeting of the brain tumour microenvironment,1
glioresolve,1
automated online monitoring of smart composite structures,1
energy self-sustained,1
neuten,1
key priority pollutants,1
market behaviour analysis,1
training doctoral researchers in advanced strategies towards energy-neutral wastewater treatment,1
the role of micro-aeration-based processes for the valorisation of polluted sludge to value-added chemicals,1
oxycon,1
sludge management,1
anaerobic fermentation,1
organic micropollutants,1
hap3,1
postpartum,1
healthy adaptation to pregnancy,1
postpartum and parenthood,1
hologen,1
agri-sciences,1
dna sequencing,1
advancing the development and implementation of hologenomics in biological sciences,1
science advice,1
bluegreen governance,1
biodiversity-water-climate nexus,1
marine policies,1
land-sea management,1
boosting water depollution: development of a novel hybrid photocatalytic membrane for removal of contaminants of emerging concern,1
hycem,1
vagus nerve stimulation,1
investigating transcutaneous auricular vagus nerve stimulation as a strategy to prevent cognitive aging. tackling 3 basic questions.,1
tavca,1
intergroup conflict,1
unacceptable extreme discourse,1
demine,1
socially,1
news producers,1
dealing with conflicts related to migration: negotiating social cohesion through communication,1
interpersonal and mediated communication,1
radicalisation,1
forest carbon certification,1
forest function,1
forest growth modelling,1
unmanaged forest,1
informa,1
science-based integrated forest mitigation management made operational for europe,1
forest-climate interactions,1
computationally driven discovery of organic dyes for photoredox catalysis from physicochemical principles and mechanistic information,1
organic dyes,1
bayesian optimization,1
dual nickel-photocatalysis,1
orghvcat,1
chemiluminescence,1
multiglow,1
multi-modal chemical probes as diagnostic tools,1
cadx,1
cade,1
ai-augmented robotics for cancer point of care,1
aircare,1
electrical bioimpedance,1
transoral laser microsurgery,1
ent,1
tones,1
metaphilosophy,1
implicit bias,1
the only free science: philosophy without presuppositions from classical german philosophy to contemporary philosophy,1
reliability and throughput of the recognition,1
robust privacy-preserving biometric technologies for passengers’ identification and verification at eu external borders maximising the accuracy,1
popeye,1
doer,1
judge. participatory action research. intersectionality.alliance of knowledge,1
democracy. inequalities. political trust. vulnerable groups. public services. social policies. cross talk. receiver,1
for trustful,1
involve,1
participatory and inclusive public policies,1
accountable,1
secure and trustworthy,1
digital technologies acting as a gatekeeper to information and data flows,1
environmentally sustainable data management,1
transparent,1
cross-sector data sharing,1
compliant,1
led device engineering,1
spectrally stable and high-performance perovskite pure blue light-emitting diodes,1
suitable pair of etl-htls,1
high plqys,1
high-performance pure blue leds,1
spectrally stable pure blue emitters,1
mixed halide quasi-2d perovskites,1
blue-peroled,1
encrypton,1
privacy-enhancing technologies,1
twinning towards excellence for privacy enhancing technologies leveraging homomorphic encryption,1
atmospheric models. wind farms. wind turbines. weather models. wind resource estimation. turbulence. dynamics loads. uncertainty quantification. machine learning. fluid mechanics,1
loads and power for wind energy,1
acceptance testing and cost-effective mitigation for railway noise and vibration,1
